epoch,graph_loss,lr-Adam,step,test_loss,test_mae,test_mape,test_mse,train_baseline_loss,train_loss,train_mae,train_mape,train_mse,val_loss,val_mae,val_mape,val_mse
21,,,879,,,,,,,,,,23.033889770507812,23.125913619995117,0.46454814076423645,1997.1065673828125
21,-0.6374419927597046,,879,,,,,26.08133316040039,26.090938568115234,26.083330154418945,0.5755488872528076,2353.917236328125,,,,
,,0.001,880,,,,,,,,,,,,,
22,,,919,,,,,,,,,,22.97388458251953,23.066755294799805,0.46399742364883423,1998.2388916015625
22,-1.2879043817520142,,919,,,,,25.699634552001953,25.72519874572754,25.717967987060547,0.5704379081726074,2339.695556640625,,,,
,,0.001,920,,,,,,,,,,,,,
23,,,959,,,,,,,,,,23.475982666015625,23.57208251953125,0.4477768540382385,2028.8526611328125
23,0.5281914472579956,,959,,,,,25.847942352294922,25.83109474182129,25.792110443115234,0.5740704536437988,2367.0009765625,,,,
,,0.001,960,,,,,,,,,,,,,
24,,,999,,,,,,,,,,23.80878257751465,23.908916473388672,0.4750193655490875,2053.238037109375
24,-0.30035680532455444,,999,,,,,25.375600814819336,25.37933349609375,25.400922775268555,0.5592593550682068,2330.796875,,,,
,,0.001,1000,,,,,,,,,,,,,
25,,,1039,,,,,,,,,,22.98560333251953,23.07396125793457,0.46988439559936523,1982.7279052734375
25,-0.7047216296195984,,1039,,,,,25.40970230102539,25.423030853271484,25.419422149658203,0.5666759610176086,2346.5244140625,,,,
,,0.001,1040,,,,,,,,,,,,,
26,,,1079,,,,,,,,,,22.807575225830078,22.901355743408203,0.45623674988746643,1986.71875
26,0.1991686075925827,,1079,,,,,25.182872772216797,25.174230575561523,25.180622100830078,0.5606756806373596,2324.44677734375,,,,
,,0.001,1080,,,,,,,,,,,,,
27,,,1119,,,,,,,,,,22.68924331665039,22.779924392700195,0.4408077001571655,1977.715576171875
27,-0.5097190737724304,,1119,,,,,25.138248443603516,25.147335052490234,25.154775619506836,0.556566059589386,2320.39013671875,,,,
,,0.001,1120,,,,,,,,,,,,,
28,,,1159,,,,,,,,,,22.94529914855957,23.032493591308594,0.4551801383495331,1979.7254638671875
28,-0.6064928770065308,,1159,,,,,25.104076385498047,25.115140914916992,25.10695457458496,0.5552539229393005,2323.39208984375,,,,
,,0.001,1160,,,,,,,,,,,,,
29,,,1199,,,,,,,,,,23.055320739746094,23.148000717163086,0.4508821964263916,1989.3372802734375
29,-0.20167627930641174,,1199,,,,,25.11737632751465,25.117855072021484,25.111221313476562,0.5582413077354431,2324.278564453125,,,,
,,0.001,1200,,,,,,,,,,,,,
30,,,1239,,,,,,,,,,23.563222885131836,23.658124923706055,0.47048962116241455,2010.3404541015625
30,-0.04368622973561287,,1239,,,,,25.289119720458984,25.286287307739258,25.274032592773438,0.557543933391571,2338.45263671875,,,,
,,0.001,1240,,,,,,,,,,,,,
31,,,1279,,,,,,,,,,22.100440979003906,22.185762405395508,0.43305131793022156,1939.0875244140625
31,-0.1338581144809723,,1279,,,,,24.971681594848633,24.971071243286133,24.9633846282959,0.5505171418190002,2322.65234375,,,,
,,0.001,1280,,,,,,,,,,,,,
32,,,1319,,,,,,,,,,22.05806541442871,22.148099899291992,0.4327853322029114,1946.5115966796875
32,0.20746879279613495,,1319,,,,,24.74953269958496,24.742586135864258,24.75434112548828,0.5502110719680786,2318.93408203125,,,,
,,0.001,1320,,,,,,,,,,,,,
33,,,1359,,,,,,,,,,22.134361267089844,22.224538803100586,0.42564857006073,1952.04248046875
33,0.3920132517814636,,1359,,,,,24.679304122924805,24.667720794677734,24.676136016845703,0.5545892715454102,2297.048828125,,,,
,,0.001,1360,,,,,,,,,,,,,
34,,,1399,,,,,,,,,,22.230384826660156,22.319805145263672,0.4201980233192444,1959.470947265625
34,-0.11086803674697876,,1399,,,,,24.700347900390625,24.700288772583008,24.703847885131836,0.5533063411712646,2321.955078125,,,,
,,0.001,1400,,,,,,,,,,,,,
35,,,1439,,,,,,,,,,22.531774520874023,22.62581443786621,0.4284631609916687,1976.123779296875
35,0.2131270468235016,,1439,,,,,24.710893630981445,24.7030086517334,24.6950626373291,0.5491006970405579,2301.59814453125,,,,
,,0.001,1440,,,,,,,,,,,,,
36,,,1479,,,,,,,,,,21.958812713623047,22.04889488220215,0.4258813261985779,1939.4908447265625
36,-0.45080286264419556,,1479,,,,,24.588958740234375,24.597074508666992,24.592561721801758,0.5477297306060791,2309.572998046875,,,,
,,0.001,1480,,,,,,,,,,,,,
37,,,1519,,,,,,,,,,22.127666473388672,22.220094680786133,0.43311843276023865,1950.975341796875
37,-0.025915782898664474,,1519,,,,,24.532360076904297,24.530460357666016,24.53314971923828,0.5477530360221863,2300.9326171875,,,,
,,0.001,1520,,,,,,,,,,,,,
38,,,1559,,,,,,,,,,21.93370246887207,22.0240478515625,0.4198665916919708,1944.9317626953125
38,0.13459941744804382,,1559,,,,,24.780624389648438,24.774272918701172,24.750165939331055,0.5408201813697815,2320.125732421875,,,,
,,0.001,1560,,,,,,,,,,,,,
39,,,1599,,,,,,,,,,21.730884552001953,21.818635940551758,0.42329150438308716,1927.3575439453125
39,-0.025740202516317368,,1599,,,,,24.869298934936523,24.865720748901367,24.836517333984375,0.5498942136764526,2325.333984375,,,,
,,0.001,1600,,,,,,,,,,,,,
40,,,1639,,,,,,,,,,21.795513153076172,21.8846378326416,0.4170933663845062,1927.3447265625
40,-0.2864827513694763,,1639,,,,,24.6009464263916,24.605133056640625,24.59161949157715,0.5492763519287109,2324.671875,,,,
,,0.001,1640,,,,,,,,,,,,,
41,,,1679,,,,,,,,,,22.28074073791504,22.370332717895508,0.4458265006542206,1948.0208740234375
41,0.17458763718605042,,1679,,,,,24.613008499145508,24.605432510375977,24.60840606689453,0.5519710183143616,2296.87109375,,,,
,,0.001,1680,,,,,,,,,,,,,
42,,,1719,,,,,,,,,,21.995325088500977,22.08584976196289,0.4138734042644501,1949.4337158203125
42,-0.168715238571167,,1719,,,,,24.90729331970215,24.907747268676758,24.904813766479492,0.5427268147468567,2342.464599609375,,,,
,,0.001,1720,,,,,,,,,,,,,
43,,,1759,,,,,,,,,,22.15815544128418,22.245071411132812,0.4372638165950775,1945.0880126953125
43,-0.19060763716697693,,1759,,,,,24.54824447631836,24.550352096557617,24.540807723999023,0.545721709728241,2326.17919921875,,,,
,,0.001,1760,,,,,,,,,,,,,
44,,,1799,,,,,,,,,,21.596166610717773,21.68434715270996,0.41665884852409363,1920.1221923828125
44,-0.23232543468475342,,1799,,,,,24.862571716308594,24.863508224487305,24.858688354492188,0.5438737273216248,2341.66064453125,,,,
,,0.001,1800,,,,,,,,,,,,,
45,,,1839,,,,,,,,,,21.656970977783203,21.743478775024414,0.4205206036567688,1916.8546142578125
45,-0.444957971572876,,1839,,,,,24.584619522094727,24.592517852783203,24.621952056884766,0.5544532537460327,2340.71826171875,,,,
,,0.001,1840,,,,,,,,,,,,,
46,,,1879,,,,,,,,,,21.3820858001709,21.469043731689453,0.4111810326576233,1916.9984130859375
46,0.01114552654325962,,1879,,,,,24.374069213867188,24.37177848815918,24.37773323059082,0.5461825132369995,2324.193603515625,,,,
,,0.001,1880,,,,,,,,,,,,,
47,,,1919,,,,,,,,,,21.443758010864258,21.530244827270508,0.41725820302963257,1914.626708984375
47,-0.5040024518966675,,1919,,,,,24.505630493164062,24.515588760375977,24.510238647460938,0.5464552044868469,2337.659912109375,,,,
,,0.001,1920,,,,,,,,,,,,,
48,,,1959,,,,,,,,,,21.74858856201172,21.833576202392578,0.43596693873405457,1925.451904296875
48,-0.2849085330963135,,1959,,,,,24.468006134033203,24.472566604614258,24.474042892456055,0.5438361167907715,2332.814453125,,,,
,,0.001,1960,,,,,,,,,,,,,
49,,,1999,,,,,,,,,,21.76127052307129,21.849977493286133,0.41719067096710205,1920.1134033203125
49,-0.21091461181640625,,1999,,,,,24.519262313842773,24.52163314819336,24.495079040527344,0.5471667647361755,2333.47509765625,,,,
,,0.001,2000,,,,,,,,,,,,,
50,,,2039,,,,,,,,,,21.228727340698242,21.314382553100586,0.4100397825241089,1906.2540283203125
50,-0.19922873377799988,,2039,,,,,24.82101821899414,24.820995330810547,24.809595108032227,0.5432897806167603,2344.79052734375,,,,
,,0.001,2040,,,,,,,,,,,,,
51,,,2079,,,,,,,,,,21.329341888427734,21.416807174682617,0.41733700037002563,1913.2657470703125
51,-0.1725950390100479,,2079,,,,,24.39743423461914,24.399980545043945,24.373441696166992,0.5469621419906616,2339.4892578125,,,,
,,0.001,2080,,,,,,,,,,,,,
52,,,2119,,,,,,,,,,21.350826263427734,21.4371395111084,0.4192158579826355,1912.493408203125
52,-0.8975720405578613,,2119,,,,,24.734119415283203,24.75149154663086,24.738182067871094,0.5507740378379822,2324.381103515625,,,,
,,0.001,2120,,,,,,,,,,,,,
53,,,2159,,,,,,,,,,21.35434913635254,21.442279815673828,0.41834306716918945,1915.8006591796875
53,-0.19125701487064362,,2159,,,,,24.325002670288086,24.327335357666016,24.324378967285156,0.5480859279632568,2324.687744140625,,,,
,,0.001,2160,,,,,,,,,,,,,
54,,,2199,,,,,,,,,,21.9149169921875,22.00347328186035,0.42316192388534546,1935.612060546875
54,-0.2160978615283966,,2199,,,,,24.34383773803711,24.34686279296875,24.333194732666016,0.5440200567245483,2334.34326171875,,,,
,,0.001,2200,,,,,,,,,,,,,
55,,,2239,,,,,,,,,,21.364727020263672,21.44874382019043,0.4253743290901184,1906.0858154296875
55,-0.038350965827703476,,2239,,,,,24.296756744384766,24.295440673828125,24.320302963256836,0.5412713289260864,2335.063232421875,,,,
,,0.001,2240,,,,,,,,,,,,,
56,,,2279,,,,,,,,,,21.465559005737305,21.550737380981445,0.4254150688648224,1911.3251953125
56,-0.34927812218666077,,2279,,,,,24.336353302001953,24.341890335083008,24.368650436401367,0.5411263108253479,2335.57373046875,,,,
,,0.001,2280,,,,,,,,,,,,,
57,,,2319,,,,,,,,,,21.759355545043945,21.847291946411133,0.42359840869903564,1929.1685791015625
57,-0.13121648132801056,,2319,,,,,24.316184997558594,24.31740951538086,24.310134887695312,0.5441470742225647,2330.768798828125,,,,
,,0.001,2320,,,,,,,,,,,,,
58,,,2359,,,,,,,,,,21.241817474365234,21.328716278076172,0.41761013865470886,1903.6312255859375
58,-0.20010808110237122,,2359,,,,,24.507434844970703,24.508962631225586,24.50684356689453,0.5419684648513794,2333.50341796875,,,,
,,0.001,2360,,,,,,,,,,,,,
59,,,2399,,,,,,,,,,21.18524742126465,21.270732879638672,0.42064473032951355,1902.8468017578125
59,-0.052812088280916214,,2399,,,,,24.358558654785156,24.358394622802734,24.3557071685791,0.5427390336990356,2331.194580078125,,,,
,,0.001,2400,,,,,,,,,,,,,
60,,,2439,,,,,,,,,,21.243804931640625,21.32897186279297,0.41303005814552307,1903.40478515625
60,0.17152054607868195,,2439,,,,,24.396488189697266,24.389400482177734,24.387998580932617,0.544390082359314,2337.01513671875,,,,
,,0.001,2440,,,,,,,,,,,,,
61,,,2479,,,,,,,,,,21.30942726135254,21.394807815551758,0.4306632876396179,1908.491455078125
61,-0.04803444817662239,,2479,,,,,24.31675148010254,24.315662384033203,24.319257736206055,0.5423559546470642,2339.649169921875,,,,
,,0.001,2480,,,,,,,,,,,,,
62,,,2519,,,,,,,,,,21.330886840820312,21.41607666015625,0.41107770800590515,1909.145263671875
62,0.028605470433831215,,2519,,,,,24.445253372192383,24.441850662231445,24.434484481811523,0.5480077862739563,2339.0244140625,,,,
,,0.001,2520,,,,,,,,,,,,,
63,,,2559,,,,,,,,,,21.670207977294922,21.75992774963379,0.41717538237571716,1926.065673828125
63,-0.10867436975240707,,2559,,,,,24.412548065185547,24.411678314208984,24.39626121520996,0.5429465770721436,2328.57421875,,,,
,,0.001,2560,,,,,,,,,,,,,
64,,,2599,,,,,,,,,,21.22293472290039,21.309370040893555,0.41080906987190247,1905.366943359375
64,-0.010923619382083416,,2599,,,,,24.50170135498047,24.4981689453125,24.475440979003906,0.5420315265655518,2323.8837890625,,,,
,,0.001,2600,,,,,,,,,,,,,
65,,,2639,,,,,,,,,,21.193313598632812,21.278945922851562,0.4075734317302704,1904.709716796875
65,0.06596929579973221,,2639,,,,,24.55144500732422,24.54598617553711,24.530296325683594,0.5436268448829651,2334.689453125,,,,
,,0.001,2640,,,,,,,,,,,,,
66,,,2679,,,,,,,,,,21.305606842041016,21.39287567138672,0.41134437918663025,1910.056884765625
66,-0.2658027112483978,,2679,,,,,24.407350540161133,24.409954071044922,24.40406608581543,0.5437636375427246,2331.277099609375,,,,
,,0.001,2680,,,,,,,,,,,,,
67,,,2719,,,,,,,,,,21.26667594909668,21.35114097595215,0.42371174693107605,1905.112548828125
67,-0.047327540814876556,,2719,,,,,24.378265380859375,24.376995086669922,24.363693237304688,0.5397072434425354,2341.318115234375,,,,
,,0.001,2720,,,,,,,,,,,,,
68,,,2759,,,,,,,,,,21.219453811645508,21.306167602539062,0.41792210936546326,1905.6817626953125
68,0.15360918641090393,,2759,,,,,24.44176483154297,24.435298919677734,24.416608810424805,0.5456017255783081,2338.5263671875,,,,
,,0.001,2760,,,,,,,,,,,,,
69,,,2799,,,,,,,,,,21.349008560180664,21.431476593017578,0.43616628646850586,1903.59228515625
69,0.031564921140670776,,2799,,,,,24.312204360961914,24.308563232421875,24.29087257385254,0.5398299098014832,2330.148193359375,,,,
,,0.001,2800,,,,,,,,,,,,,
70,,,2839,,,,,,,,,,21.60245704650879,21.690412521362305,0.4183445870876312,1926.622314453125
70,-0.2575804591178894,,2839,,,,,24.648670196533203,24.650075912475586,24.627775192260742,0.5433292388916016,2346.059326171875,,,,
,,0.001,2840,,,,,,,,,,,,,
71,,,2879,,,,,,,,,,21.586706161499023,21.675384521484375,0.4207175672054291,1923.6337890625
71,-0.018343472853302956,,2879,,,,,24.239429473876953,24.237171173095703,24.229890823364258,0.5366737842559814,2326.43896484375,,,,
,,0.001,2880,,,,,,,,,,,,,
72,,,2919,,,,,,,,,,21.211952209472656,21.29771614074707,0.41562676429748535,1901.44873046875
72,-0.2316703349351883,,2919,,,,,24.23955535888672,24.24333953857422,24.21134376525879,0.5391374230384827,2324.526611328125,,,,
,,0.001,2920,,,,,,,,,,,,,
73,,,2959,,,,,,,,,,21.41781997680664,21.50566291809082,0.4160226285457611,1907.2650146484375
73,0.12310115247964859,,2959,,,,,24.233659744262695,24.2275390625,24.23058319091797,0.5466930270195007,2300.4462890625,,,,
,,0.001,2960,,,,,,,,,,,,,
74,,,2999,,,,,,,,,,21.129684448242188,21.216333389282227,0.42280176281929016,1901.106201171875
74,-0.4310052990913391,,2999,,,,,24.35323715209961,24.36029815673828,24.348630905151367,0.5414618849754333,2337.041259765625,,,,
,,0.001,3000,,,,,,,,,,,,,
75,,,3039,,,,,,,,,,21.128690719604492,21.21554946899414,0.4307873845100403,1899.8580322265625
75,0.23518948256969452,,3039,,,,,24.31413459777832,24.305477142333984,24.326290130615234,0.5358038544654846,2335.901123046875,,,,
,,0.001,3040,,,,,,,,,,,,,
76,,,3079,,,,,,,,,,21.183971405029297,21.268356323242188,0.4266955256462097,1896.6849365234375
76,-0.08050718158483505,,3079,,,,,24.718399047851562,24.71478271484375,24.706235885620117,0.5484079718589783,2367.426513671875,,,,
,,0.001,3080,,,,,,,,,,,,,
77,,,3119,,,,,,,,,,21.258743286132812,21.345809936523438,0.4158006012439728,1901.1165771484375
77,-0.05157427117228508,,3119,,,,,24.480609893798828,24.479219436645508,24.46864891052246,0.5410913228988647,2348.695556640625,,,,
,,0.001,3120,,,,,,,,,,,,,
78,,,3159,,,,,,,,,,21.197891235351562,21.28386116027832,0.41575485467910767,1898.3638916015625
78,-0.24866816401481628,,3159,,,,,24.460235595703125,24.461681365966797,24.428482055664062,0.5427545309066772,2336.9013671875,,,,
,,0.001,3160,,,,,,,,,,,,,
79,,,3199,,,,,,,,,,21.369680404663086,21.4559326171875,0.41583555936813354,1914.77880859375
79,-0.3799533545970917,,3199,,,,,24.501583099365234,24.5069580078125,24.520009994506836,0.5380548238754272,2355.804443359375,,,,
80,,,3200,17.593307495117188,17.691139221191406,0.5590103268623352,1280.744140625,,,,,,,,,
